ACP6	0.034549203096191174
ADGRE2	0.040654388391903024
ANGPT2	0.37082728688111005
ANGPTL1	0.5816241862097724
ANGPTL7	6.145150565982631
CANT1	1.0127201116816746
CD164	4.976918005852519
CDH2	0.09791342025406384
CHRDL2	2.619310982386111
CLMP	0.6639055702591224
CLSTN2	0.33439211632542853
CLUL1	0.021550886681126393
CTSO	0.14331875472774896
FAM3C	0.3930016991350374
GAL	1.5412055480647942
IGFBPL1	0.0008683741627475345
KLK10	0.582202233904645
KYAT1	0.00909792246810431
LRIG1	0.16785964036230647
LRP11	0.0031814974675326902
MCFD2	0.3070293049822112
METRNL	1.6985859539189294
NECTIN2	0.07885191102840304
NOMO1	0.09868047825265137
NPDC1	0.14334583185927702
NPTXR	2.201666903381276
NT-proBNP	0.401922018436687
PILRB	0.6955408852435631
QDPR	0.10076122016055176
ROR1	0.16899887122578067
RTN4R	0.2550633261132608
SDC4	0.8089802743629382
SEMA3F	0.13798220907429587
SERPINB6	0.15388470750932642
SERPINB8	0.15772609312686298
SUMF2	0.4696674257404467
TINAGL1	0.1909785534887778
TXNDC5	0.10337253962218045
TYMP	0.1604630880895987
TYRO3	0.32441308166989924
VCAN	1.415148559636249
