fromNode	toNode	weight	direction	fromAltName	toAltName
ADM	AGRP	0.0835064320207608	undirected	NA	NA
ADM	AMBP	0.00824409966260752	undirected	NA	NA
ADM	ANGPT1	0.00893462116507375	undirected	NA	NA
ADM	BMP-6	0.0767339353749623	undirected	NA	NA
ADM	BOC	0.0867600939069152	undirected	NA	NA
ADM	CD4	0.0764174191330382	undirected	NA	NA
ADM	CTSL1	0.0482455980460063	undirected	NA	NA
ADM	DCN	0.0239042124396573	undirected	NA	NA
ADM	Dkk-1	0.12348150401968	undirected	NA	NA
ADM	FABP2	0.00795048819328327	undirected	NA	NA
ADM	FS	0.0450919372571876	undirected	NA	NA
ADM	Flt3L	0.0521654148992916	undirected	NA	NA
ADM	GIF	0.00865333534779888	undirected	NA	NA
ADM	HB-EGF	0.074586314077061	undirected	NA	NA
ADM	HO-1	0.052608468199142	undirected	NA	NA
ADM	HSP.27	0.0430027394774367	undirected	NA	NA
ADM	IL-17D	0.0234826454850877	undirected	NA	NA
ADM	IL-27	0.0544446336887288	undirected	NA	NA
ADM	IL16	0.0365532231833764	undirected	NA	NA
ADM	IL1RL2	0.0573186661352387	undirected	NA	NA
ADM	LPL	0.0902009782541114	undirected	NA	NA
ADM	MARCO	0.0447185358397568	undirected	NA	NA
ADM	MERTK	0.0484812473357889	undirected	NA	NA
ADM	MMP7	0.00996544920287148	undirected	NA	NA
ADM	PAPPA	0.0405883506999414	undirected	NA	NA
ADM	PD-L2	0.0162028188630843	undirected	NA	NA
ADM	PDGF.subunit.B	0.081632497305524	undirected	NA	NA
ADM	PGF	0.0346201823639271	undirected	NA	NA
ADM	PRELP	0.0581010600984272	undirected	NA	NA
ADM	PRSS27	0.0502054353566013	undirected	NA	NA
ADM	PRSS8	0.0785148465590323	undirected	NA	NA
ADM	PSGL-1	0.0605007577450465	undirected	NA	NA
ADM	RAGE	0.0283463508702488	undirected	NA	NA
ADM	REN	0.00697737547240733	undirected	NA	NA
ADM	SCF	0.118716729420081	undirected	NA	NA
ADM	SORT1	0.0631838931249958	undirected	NA	NA
ADM	SPON2	0.0901514156316291	undirected	NA	NA
ADM	TF	0.117915134982062	undirected	NA	NA
ADM	THBS2	0.0108642906909096	undirected	NA	NA
ADM	TIE2	0.086578576788975	undirected	NA	NA
ADM	TM	0.0263398967751701	undirected	NA	NA
ADM	TNFRSF10A	0.116879827238022	undirected	NA	NA
ADM	TNFRSF13B	0.0170394101887713	undirected	NA	NA
ADM	TRAIL-R2	0.109253998627984	undirected	NA	NA
ADM	VEGFD	0.0609060426106124	undirected	NA	NA
ADM	XCL1	0.0351697919793785	undirected	NA	NA
AGRP	AMBP	0.00259642162071628	undirected	NA	NA
AGRP	ANGPT1	0.00481083538033584	undirected	NA	NA
AGRP	BMP-6	0.0339695876224368	undirected	NA	NA
AGRP	BOC	0.0444225584470388	undirected	NA	NA
AGRP	CD4	0.0781425398334813	undirected	NA	NA
AGRP	CTSL1	0.0119137039715161	undirected	NA	NA
AGRP	DCN	0.0102985663547642	undirected	NA	NA
AGRP	Dkk-1	0.0922424625293283	undirected	NA	NA
AGRP	FABP2	0.0019069053014451	undirected	NA	NA
AGRP	FS	0.0255378773175746	undirected	NA	NA
AGRP	Flt3L	0.0218424936455125	undirected	NA	NA
AGRP	GIF	0.00187568894368021	undirected	NA	NA
AGRP	HB-EGF	0.0121157269054075	undirected	NA	NA
AGRP	HO-1	0.0230786950218916	undirected	NA	NA
AGRP	HSP.27	0.0354412047701952	undirected	NA	NA
AGRP	IL-17D	0.00800185433942619	undirected	NA	NA
AGRP	IL-27	0.0341711762675083	undirected	NA	NA
AGRP	IL16	0.0261102176173592	undirected	NA	NA
AGRP	IL1RL2	0.0149858184095144	undirected	NA	NA
AGRP	LPL	0.0771703848167553	undirected	NA	NA
AGRP	MARCO	0.0177186595157585	undirected	NA	NA
AGRP	MERTK	0.0169832332725179	undirected	NA	NA
AGRP	MMP7	0.00392671641311734	undirected	NA	NA
AGRP	PAPPA	0.0083360442155928	undirected	NA	NA
AGRP	PD-L2	0.00798821439254424	undirected	NA	NA
AGRP	PDGF.subunit.B	0.0446778951854497	undirected	NA	NA
AGRP	PGF	0.0209969617301847	undirected	NA	NA
AGRP	PRELP	0.0251733326876433	undirected	NA	NA
