fromNode	toNode	weight	direction	fromAltName	toAltName
ACP6	ADGRE2	0.104260641530223	undirected	NA	NA
ACP6	ANGPT2	0.0201696893887321	undirected	NA	NA
ACP6	ANGPTL1	0.0285593496035292	undirected	NA	NA
ACP6	ANGPTL7	0.0089925756410914	undirected	NA	NA
ACP6	CANT1	0.178247958675064	undirected	NA	NA
ACP6	CD164	0.0171734394958407	undirected	NA	NA
ACP6	CD1C	0.00152793932954282	undirected	NA	NA
ACP6	CD79B	0.00478670461624024	undirected	NA	NA
ACP6	CDH2	0.121105849800252	undirected	NA	NA
ACP6	CHRDL2	0.0374658284770834	undirected	NA	NA
ACP6	CLMP	0.114083291077313	undirected	NA	NA
ACP6	CLSTN2	0.139208187647449	undirected	NA	NA
ACP6	CLUL1	0.0188713300326615	undirected	NA	NA
ACP6	CTSH	0.00481633864256834	undirected	NA	NA
ACP6	CTSO	0.077940836288425	undirected	NA	NA
ACP6	ENTPD5	0.00134269815663845	undirected	NA	NA
ACP6	FAM3C	0.0389619177844069	undirected	NA	NA
ACP6	FCRL1	0.00212643728720759	undirected	NA	NA
ACP6	GAL	0.0268308247785532	undirected	NA	NA
ACP6	IGFBPL1	0.0874586508726082	undirected	NA	NA
ACP6	KLK10	0.0243780348784892	undirected	NA	NA
ACP6	KYAT1	0.0327497989424056	undirected	NA	NA
ACP6	LRIG1	0.0694956984700947	undirected	NA	NA
ACP6	LRP11	0.140863293673173	undirected	NA	NA
ACP6	MCFD2	0.0986545757996279	undirected	NA	NA
ACP6	METRNL	0.0642470217914266	undirected	NA	NA
ACP6	NADK	0.00249178067901048	undirected	NA	NA
ACP6	NECTIN2	0.123708361081663	undirected	NA	NA
ACP6	NOMO1	0.133301405082717	undirected	NA	NA
ACP6	NPDC1	0.0688599495148708	undirected	NA	NA
ACP6	NPTXR	0.0178930911112738	undirected	NA	NA
ACP6	NT-proBNP	0.0210179206576788	undirected	NA	NA
ACP6	PILRB	0.0337208837306368	undirected	NA	NA
ACP6	QDPR	0.0725758249212995	undirected	NA	NA
ACP6	REG4	0.00371199900910146	undirected	NA	NA
ACP6	RNASE3	0.00764626258313212	undirected	NA	NA
ACP6	ROR1	0.133105176581646	undirected	NA	NA
