fromNode	toNode	weight	direction	fromAltName	toAltName
5'-NT	ADAM-TS.15	0.0363182284639959	undirected	NA	NA
5'-NT	ANXA1	0.00169163758205173	undirected	NA	NA
5'-NT	CCL25	0.0026758428168101	undirected	NA	NA
5'-NT	CD160	0.00743783289329264	undirected	NA	NA
5'-NT	CD27	0.00825961034651223	undirected	NA	NA
5'-NT	CD48	0.0242018525763285	undirected	NA	NA
5'-NT	CEACAM1	0.00500775304179661	undirected	NA	NA
5'-NT	CPE	0.0782677096179543	undirected	NA	NA
5'-NT	CTSV	0.0139108902958892	undirected	NA	NA
5'-NT	CXCL10	0.00144311505076949	undirected	NA	NA
5'-NT	CXCL13	0.0075888845490904	undirected	NA	NA
5'-NT	CYR61	0.0394726276831696	undirected	NA	NA
5'-NT	DLL1	0.0952150487272289	undirected	NA	NA
5'-NT	EPHA2	0.0745656403785517	undirected	NA	NA
5'-NT	ERBB2	0.0532097173384377	undirected	NA	NA
5'-NT	ERBB3	0.0991201372871146	undirected	NA	NA
5'-NT	ERBB4	0.0999204535445312	undirected	NA	NA
5'-NT	ESM-1	0.019187803702888	undirected	NA	NA
5'-NT	FASLG	0.0264880561920409	undirected	NA	NA
5'-NT	FR-alpha	0.00273750847573488	undirected	NA	NA
5'-NT	FR-gamma	0.0235410845240555	undirected	NA	NA
5'-NT	FURIN	0.0191222101937251	undirected	NA	NA
5'-NT	GPC1	0.0681677458873596	undirected	NA	NA
5'-NT	Gal-1	0.0442720739140023	undirected	NA	NA
5'-NT	ICOSLG	0.076242732208937	undirected	NA	NA
5'-NT	IFN-gamma-R1	0.105407620488596	undirected	NA	NA
5'-NT	IGF1R	0.0886991455605611	undirected	NA	NA
5'-NT	ITGAV	0.0418549147764417	undirected	NA	NA
5'-NT	ITGB5	0.0803790071395306	undirected	NA	NA
5'-NT	KLK13	0.00526265486882414	undirected	NA	NA
5'-NT	LY9	0.00212339916561864	undirected	NA	NA
5'-NT	LYPD3	0.0115924070416457	undirected	NA	NA
5'-NT	MAD.homolog.5	0.013505222212115	undirected	NA	NA
5'-NT	MIA	0.00256706383844944	undirected	NA	NA
5'-NT	MK	0.017268918519813	undirected	NA	NA
5'-NT	MSLN	0.00695140455928567	undirected	NA	NA
5'-NT	PODXL	0.00870585548049265	undirected	NA	NA
5'-NT	PPY	0.00274370550852833	undirected	NA	NA
5'-NT	PVRL4	0.00589163528893799	undirected	NA	NA
5'-NT	RET	0.048580567322501	undirected	NA	NA
5'-NT	RSPO3	0.0730810148197178	undirected	NA	NA
5'-NT	S100A4	0.0017825717861858	undirected	NA	NA
5'-NT	SEZ6L	0.0616314614782435	undirected	NA	NA
5'-NT	SPARC	0.0180230685906594	undirected	NA	NA
5'-NT	SYND1	0.0506063957223427	undirected	NA	NA
5'-NT	TFPI-2	0.0668110810944675	undirected	NA	NA
5'-NT	TGFR-2	0.0700457157938813	undirected	NA	NA
5'-NT	TLR3	0.0227719905435504	undirected	NA	NA
5'-NT	TNFRSF19	0.0825858634537667	undirected	NA	NA
5'-NT	TNFRSF4	0.0144015757773648	undirected	NA	NA
5'-NT	TNFRSF6B	0.00846254532434343	undirected	NA	NA
5'-NT	TNFSF13	0.0582215366651438	undirected	NA	NA
5'-NT	VEGFR-2	0.0426623401772292	undirected	NA	NA
5'-NT	WFDC2	0.0688048308052008	undirected	NA	NA
5'-NT	WIF-1	0.0497710134664796	undirected	NA	NA
5'-NT	WISP-1	0.0277981764617222	undirected	NA	NA
5'-NT	hK11	0.00381533084635395	undirected	NA	NA
5'-NT	hK14	0.00990926390905996	undirected	NA	NA
5'-NT	hK8	0.0372846842868531	undirected	NA	NA
ADAM-TS.15	ANXA1	0.0090548589571111	undirected	NA	NA
ADAM-TS.15	CCL25	0.0145143957585792	undirected	NA	NA
ADAM-TS.15	CD160	0.0285781276387906	undirected	NA	NA
ADAM-TS.15	CD27	0.0365959292640603	undirected	NA	NA
ADAM-TS.15	CD48	0.0960041815686129	undirected	NA	NA
ADAM-TS.15	CEACAM1	0.0277285813445646	undirected	NA	NA
ADAM-TS.15	CPE	0.05243486732394	undirected	NA	NA
ADAM-TS.15	CTSV	0.00428541134494774	undirected	NA	NA
ADAM-TS.15	CXCL10	0.0197752243982538	undirected	NA	NA
ADAM-TS.15	CXCL13	0.0639652823776608	undirected	NA	NA
ADAM-TS.15	CYR61	0.0335027194711216	undirected	NA	NA
ADAM-TS.15	DLL1	0.100638376470645	undirected	NA	NA
ADAM-TS.15	EPHA2	0.116448662476363	undirected	NA	NA
ADAM-TS.15	ERBB2	0.0891986621417417	undirected	NA	NA
ADAM-TS.15	ERBB3	0.0822306891060821	undirected	NA	NA
ADAM-TS.15	ERBB4	0.0681305949653107	undirected	NA	NA
ADAM-TS.15	ESM-1	0.0384353032363345	undirected	NA	NA
ADAM-TS.15	FASLG	0.0606731635212503	undirected	NA	NA
ADAM-TS.15	FR-alpha	0.00378793685408972	undirected	NA	NA
ADAM-TS.15	FR-gamma	0.0408438815882546	undirected	NA	NA
ADAM-TS.15	FURIN	0.048564739754178	undirected	NA	NA
ADAM-TS.15	GPC1	0.0434548877999246	undirected	NA	NA
