fromNode	toNode	weight	direction	fromAltName	toAltName
ADA	ADAM.22	0.00342267117864059	undirected	NA	NA
ADA	ADAM.23	0.087616592187516	undirected	NA	NA
ADA	ADAM15	0.0285224381710385	undirected	NA	NA
ADA	ADGRB3	0.082089649101357	undirected	NA	NA
ADA	ADGRG1	0.00927898497502227	undirected	NA	NA
ADA	AMIGO2	0.020621761901967	undirected	NA	NA
ADA	APLP1	0.0405014547288607	undirected	NA	NA
ADA	AREG	0.00389919125630445	undirected	NA	NA
ADA	ARSB	0.000971482988160786	undirected	NA	NA
ADA	Alpha-2-MRAP	0.0441951688028787	undirected	NA	NA
ADA	BAMBI	0.0631823904668454	undirected	NA	NA
ADA	BCAN	0.0113827597476193	undirected	NA	NA
ADA	BCL2L11	0.00479892327421435	undirected	NA	NA
ADA	BMP-4	0.0134189830551826	undirected	NA	NA
ADA	BST2	0.0108849312403064	undirected	NA	NA
ADA	BTN3A2	0.0186074285749831	undirected	NA	NA
ADA	CA14	0.0618757933282597	undirected	NA	NA
ADA	CADM3	0.0168614266548771	undirected	NA	NA
ADA	CD200	0.076905712972791	undirected	NA	NA
ADA	CD200R1	0.00425208185220445	undirected	NA	NA
ADA	CD302	0.0430111161667585	undirected	NA	NA
ADA	CD33	0.00691207667465377	undirected	NA	NA
ADA	CD38	0.00961201305504887	undirected	NA	NA
ADA	CD83	0.0514613560052267	undirected	NA	NA
ADA	CD8A	0.0120875509508969	undirected	NA	NA
ADA	CDCP1	0.0109960457145347	undirected	NA	NA
ADA	CDH15	0.0138122436555991	undirected	NA	NA
ADA	CDH6	0.0689188681893168	undirected	NA	NA
ADA	CDNF	0.00538757994525293	undirected	NA	NA
ADA	CFC1	0.0112368292763587	undirected	NA	NA
ADA	CKAP4	0.0145536430070579	undirected	NA	NA
ADA	CLEC1A	0.00721556123266188	undirected	NA	NA
ADA	CLEC7A	0.0105697246262834	undirected	NA	NA
ADA	CLSTN1	0.0247005235893651	undirected	NA	NA
ADA	CLSTN3	0.0681817861604176	undirected	NA	NA
ADA	CNTN5	0.100968096218719	undirected	NA	NA
ADA	CNTNAP2	0.0492694956680256	undirected	NA	NA
ADA	COL4A1	0.00943825348016765	undirected	NA	NA
ADA	CPA2	0.00329802020687478	undirected	NA	NA
ADA	CPM	0.0270840317720749	undirected	NA	NA
ADA	CRH	0.0202144214388315	undirected	NA	NA
ADA	CRIP2	0.0129245888529084	undirected	NA	NA
ADA	CRISP2	0.00096798220767208	undirected	NA	NA
ADA	CRTAM	0.00117889905722068	undirected	NA	NA
ADA	CSF-1	0.0459935066201907	undirected	NA	NA
ADA	CST5	0.0216976172363252	undirected	NA	NA
ADA	CTSC	0.00126707596345764	undirected	NA	NA
ADA	CTSS	0.00839803375041889	undirected	NA	NA
ADA	CX3CL1	0.0172844466523358	undirected	NA	NA
ADA	CXADR	0.0651047147756614	undirected	NA	NA
ADA	DCBLD2	0.052800205251445	undirected	NA	NA
ADA	DDR1	0.0249594248420628	undirected	NA	NA
ADA	DNER	0.0844108854940503	undirected	NA	NA
ADA	DPP10	0.0734244750291302	undirected	NA	NA
ADA	DPP6	0.0714271027229126	undirected	NA	NA
ADA	DRAXIN	0.0273100405751354	undirected	NA	NA
ADA	EDA2R	0.0109579098973362	undirected	NA	NA
ADA	EFNA4	0.0251052379667121	undirected	NA	NA
ADA	EGFL7	0.016176065209001	undirected	NA	NA
ADA	ENTPD2	0.00511427837202019	undirected	NA	NA
ADA	ENTPD6	0.0281616719718059	undirected	NA	NA
ADA	EPHA10	0.0767344599561959	undirected	NA	NA
ADA	EPHB6	0.103685284074862	undirected	NA	NA
ADA	FAM19A5	0.02253673924933	undirected	NA	NA
ADA	FGF-19	0.0158585390223658	undirected	NA	NA
ADA	FGF-5	0.0301521249237928	undirected	NA	NA
ADA	FGFR2	0.0703493063778259	undirected	NA	NA
ADA	FLRT2	0.0167554612750746	undirected	NA	NA
ADA	GALNT10	0.0167866093012085	undirected	NA	NA
ADA	GALNT2	0.0393956464652684	undirected	NA	NA
ADA	GCNT1	0.00153844112179607	undirected	NA	NA
ADA	GDF-8	0.0207258141976531	undirected	NA	NA
ADA	GDNFR-alpha-3	0.0143895124993872	undirected	NA	NA
ADA	GFR-alpha-1	0.0164441488296844	undirected	NA	NA
ADA	GFRA2	0.0529088003632447	undirected	NA	NA
ADA	GGT5	0.0211556522815196	undirected	NA	NA
ADA	GLB1	0.00353439277573956	undirected	NA	NA
ADA	GM-CSF-R-alpha	0.00211549181680916	undirected	NA	NA
ADA	GZMA	0.000848862168674141	undirected	NA	NA
ADA	HGF	0.0444417849591482	undirected	NA	NA
ADA	HS3ST3B1	0.00161252087052042	undirected	NA	NA
ADA	HS6ST1	0.0180968239080153	undirected	NA	NA
ADA	IFNLR1	0.00133230956192893	undirected	NA	NA
ADA	IGSF3	0.0268059191639219	undirected	NA	NA
ADA	IL-10RB	0.048803452359147	undirected	NA	NA
ADA	IL-12B	0.0032928329178501	undirected	NA	NA
ADA	IL-18R1	0.00476356932142791	undirected	NA	NA
ADA	IL12	0.00291684194522284	undirected	NA	NA
ADA	IL15	0.0253929184510548	undirected	NA	NA
ADA	IL17RB	0.0149140421705912	undirected	NA	NA
ADA	ISLR2	0.074852915376983	undirected	NA	NA
ADA	ITM2A	0.0144072419250272	undirected	NA	NA
ADA	JAM-B	0.0890586718413167	undirected	NA	NA
ADA	KAZALD1	0.0089490663391073	undirected	NA	NA
ADA	KIRREL2	0.0216154782140305	undirected	NA	NA
ADA	KLRD1	0.00693832032293524	undirected	NA	NA
ADA	LAIR-2	0.00130304155988468	undirected	NA	NA
ADA	LAYN	0.0631912727333368	undirected	NA	NA
ADA	LIF-R	0.0664839239809837	undirected	NA	NA
