fromNode	toNode	weight	direction	fromAltName	toAltName
AGR2	AIFM1	0.0528024469318399	undirected	NA	NA
AGR2	AMN	0.0565160280096593	undirected	NA	NA
AGR2	BANK1	0.0368626474516864	undirected	NA	NA
AGR2	BID	0.0126232225624484	undirected	NA	NA
AGR2	BTC	0.0336541471391782	undirected	NA	NA
AGR2	CES2	0.0917088945834348	undirected	NA	NA
AGR2	CLSPN	0.0285859850933605	undirected	NA	NA
AGR2	CSNK1D	0.0419085539568377	undirected	NA	NA
AGR2	ENAH	0.00340969041537657	undirected	NA	NA
AGR2	EPO	0.0325843533836839	undirected	NA	NA
AGR2	ERBB2IP	0.0273077840051886	undirected	NA	NA
AGR2	FABP9	0.0368713918623705	undirected	NA	NA
AGR2	FES	0.0149003856807697	undirected	NA	NA
AGR2	FGR	0.0421797253075697	undirected	NA	NA
AGR2	FKBP1B	0.0160154376112135	undirected	NA	NA
AGR2	FOXO1	0.0216311079981307	undirected	NA	NA
AGR2	HPGDS	0.0345032938462953	undirected	NA	NA
AGR2	INPPL1	0.0712319223770821	undirected	NA	NA
AGR2	ITGB1BP1	0.0557332517040831	undirected	NA	NA
AGR2	KIR3DL1	0.0837200734884228	undirected	NA	NA
AGR2	LAT2	0.0408393982887679	undirected	NA	NA
AGR2	LHB	0.0379770099607353	undirected	NA	NA
AGR2	LRP1	0.047279367973072	undirected	NA	NA
AGR2	MAEA	0.0556995133616542	undirected	NA	NA
AGR2	MAGED1	0.0396128540251926	undirected	NA	NA
AGR2	MAP4K5	0.0292122339390966	undirected	NA	NA
AGR2	MAX	0.0557317422146078	undirected	NA	NA
AGR2	METAP1	0.0630324607178949	undirected	NA	NA
AGR2	MVK	0.0112974777938513	undirected	NA	NA
AGR2	NBN	0.0113479719353915	undirected	NA	NA
AGR2	NCF2	0.0232555496330692	undirected	NA	NA
AGR2	NOS3	0.0488691812467563	undirected	NA	NA
AGR2	NUB1	0.0259519401800053	undirected	NA	NA
AGR2	PDCD1	0.0970645335029592	undirected	NA	NA
AGR2	PDGFC	0.0724391044625694	undirected	NA	NA
AGR2	PDP1	0.0363817692118155	undirected	NA	NA
AGR2	PPM1B	0.038812134462765	undirected	NA	NA
AGR2	PRKAB1	0.0436884010552227	undirected	NA	NA
