ADA	0.00604663566945351
ADAM15	1.169961884116112
ADGRB3	2.765256545622872
AMIGO2	1.0971923925546387
APLP1	0.34277921156927554
Alpha-2-MRAP	1.3825598676039517
BAMBI	3.0624626186587105
BCAN	0.7672407251353665
BMP-4	0.12336806805950704
CA14	0.3031111632703917
CADM3	1.9712192374637565
CD200	3.4519789206676648
CD302	0.11179995047763744
CD38	1.743861114001276
CD83	2.2818752261498783
CDH15	0.46097851181906485
CDH6	1.5948965987016066
CFC1	0.570589242807356
CLSTN1	1.1654817063947966
CLSTN3	0.7391846087017222
CNTN5	3.0813553602917136
CNTNAP2	3.6413471566914173
CPM	0.09408164242673311
CRH	0.0994732174814317
CTSS	0.021550886681126393
CXADR	2.65037269557442
DCBLD2	0.8769127116198807
DDR1	1.2398231791113894
DNER	0.21212020055658234
DPP10	0.7761925737971606
DPP6	0.27854713009918897
DRAXIN	1.1114864018212536
EDA2R	0.09042714895532901
EFNA4	0.7246625955233799
EGFL7	0.3029951813573729
ENTPD6	0.010646515560813112
EPHA10	0.4960303244682337
EPHB6	4.606227298439343
FAM19A5	0.05179982998020093
FGFR2	1.1111263397164155
FLRT2	0.5409000023780022
GALNT2	2.3184140897758754
GDF-8	0.7942522644814332
GDNFR-alpha-3	0.09314020109471384
GFR-alpha-1	0.9454436811785719
GFRA2	2.4167953631906722
HS6ST1	0.4206011428079387
IGSF3	1.908107275675047
IL-12B	1.282675733742303
IL12	2.073882712822487
IL17RB	2.1639302347118927
ISLR2	2.5047089619972644
JAM-B	2.2789563417565444
KIRREL2	0.4517181958492005
LAYN	0.7105803806891818
LIF-R	0.05548894540669183
LRRN1	0.35950581961629124
LTBP3	0.9740089194999739
MANF	3.429770768827718
MATN3	4.017983963827208
MDGA1	0.0448717284166136
N2DL-2	0.3325858433310172
NAAA	3.1924381888079125
NBL1	0.5779502979068897
NPPC	3.101772333589118
NRP2	0.2067448835087806
NTRK2	2.1986612168188575
NTRK3	0.13814567386818885
NUCB2	1.4974913016933333
NXPH1	0.0025557708296279884
PCDH17	1.1275884416245439
PD-L1	1.01626418447617
PDGF-R-alpha	0.7803180427871791
PLXDC1	1.5042596274032196
PLXNA4	0.15765267731465699
PLXNB1	0.08989285309711152
PLXNB3	1.0094418698443202
PODXL2	2.5041499164571404
PRTG	2.8021336078403185
PVR	0.8606235167711542
RGMA	1.5565442099636322
RGMB	2.1155375461823143
ROBO2	1.552726025847048
SCARA5	0.052244125160365654
SCARB2	4.231485000027672
SCARF2	0.014053889717009018
SEZ6L2	1.2255193492376573
SIGLEC1	0.011808236936077113
SKR3	0.5737100532039914
SLITRK2	0.014402451450566803
SMOC1	0.569140624372411
SMOC2	0.04930033032956305
SMPD1	0.052207442182526466
SORCS2	0.3016183381890296
SPOCK1	0.31517988183814305
TGF-alpha	0.29668911690336125
TN-R	0.07586420567456593
TNFRSF13C	0.13762028830317644
TNFRSF21	0.2624891969386152
TWEAK	0.36298152570166964
UNC5C	0.5781573339636104
VEGFA	0.10229463261617766
VWC2	0.4158385586096831
gal-8	1.521559513514029
uPA	1.3007317053101681
